Round,Winning Number,Winning Color,Red Bet Win,Black Bet Win,Even Bet Win,Odd Bet Win,Zero Bet Win
7478,35,Black,0,1,0,1,0
7479,14,Red,1,0,1,0,0
7480,1,Red,1,0,0,1,0
7481,22,Black,0,1,1,0,0
7482,36,Red,1,0,1,0,0
7483,12,Red,1,0,1,0,0
7484,20,Black,0,1,1,0,0
7485,28,Black,0,1,1,0,0
7486,22,Black,0,1,1,0,0
7487,29,Black,0,1,0,1,0
7488,26,Black,0,1,1,0,0
7489,2,Black,0,1,1,0,0
7490,26,Black,0,1,1,0,0
7491,6,Black,0,1,1,0,0
7492,12,Red,1,0,1,0,0
7493,29,Black,0,1,0,1,0
7494,24,Black,0,1,1,0,0
7495,18,Red,1,0,1,0,0
7496,9,Red,1,0,0,1,0
7497,0,Green,0,0,0,0,1
7498,35,Black,0,1,0,1,0
7499,27,Red,1,0,0,1,0
7500,12,Red,1,0,1,0,0
7501,0,Green,0,0,0,0,1
7502,15,Black,0,1,0,1,0
7503,34,Red,1,0,1,0,0
7504,28,Black,0,1,1,0,0
7505,9,Red,1,0,0,1,0
7506,11,Black,0,1,0,1,0
7507,9,Red,1,0,0,1,0
7508,4,Black,0,1,1,0,0
7509,1,Red,1,0,0,1,0
7510,1,Red,1,0,0,1,0
7511,31,Black,0,1,0,1,0
7512,25,Red,1,0,0,1,0
7513,14,Red,1,0,1,0,0
7514,10,Black,0,1,1,0,0
7515,31,Black,0,1,0,1,0
7516,29,Black,0,1,0,1,0
7517,24,Black,0,1,1,0,0
7518,18,Red,1,0,1,0,0
7519,31,Black,0,1,0,1,0
7520,13,Black,0,1,0,1,0
7521,34,Red,1,0,1,0,0
7522,5,Red,1,0,0,1,0
7523,13,Black,0,1,0,1,0
7524,25,Red,1,0,0,1,0
7525,23,Red,1,0,0,1,0
7526,17,Black,0,1,0,1,0
7527,34,Red,1,0,1,0,0
7528,24,Black,0,1,1,0,0
7529,29,Black,0,1,0,1,0
7530,13,Black,0,1,0,1,0
7531,20,Black,0,1,1,0,0
7532,24,Black,0,1,1,0,0
7533,1,Red,1,0,0,1,0
7534,18,Red,1,0,1,0,0
7535,4,Black,0,1,1,0,0
7536,20,Black,0,1,1,0,0
7537,15,Black,0,1,0,1,0
7538,27,Red,1,0,0,1,0
7539,1,Red,1,0,0,1,0
7540,2,Black,0,1,1,0,0
7541,18,Red,1,0,1,0,0
7542,1,Red,1,0,0,1,0
7543,3,Red,1,0,0,1,0
7544,17,Black,0,1,0,1,0
7545,23,Red,1,0,0,1,0
7546,36,Red,1,0,1,0,0
7547,25,Red,1,0,0,1,0
7548,6,Black,0,1,1,0,0
7549,3,Red,1,0,0,1,0
7550,11,Black,0,1,0,1,0
7551,16,Red,1,0,1,0,0
7552,26,Black,0,1,1,0,0
7553,33,Black,0,1,0,1,0
7554,34,Red,1,0,1,0,0
7555,20,Black,0,1,1,0,0
7556,33,Black,0,1,0,1,0
7557,7,Red,1,0,0,1,0
7558,22,Black,0,1,1,0,0
7559,34,Red,1,0,1,0,0
7560,28,Black,0,1,1,0,0
7561,32,Red,1,0,1,0,0
7562,24,Black,0,1,1,0,0
7563,33,Black,0,1,0,1,0
7564,8,Black,0,1,1,0,0
7565,21,Red,1,0,0,1,0
7566,5,Red,1,0,0,1,0
7567,28,Black,0,1,1,0,0
7568,13,Black,0,1,0,1,0
7569,35,Black,0,1,0,1,0
7570,15,Black,0,1,0,1,0
7571,25,Red,1,0,0,1,0
7572,36,Red,1,0,1,0,0
7573,25,Red,1,0,0,1,0
7574,32,Red,1,0,1,0,0
7575,9,Red,1,0,0,1,0
7576,3,Red,1,0,0,1,0
7577,1,Red,1,0,0,1,0
7578,22,Black,0,1,1,0,0
7579,9,Red,1,0,0,1,0
7580,22,Black,0,1,1,0,0
7581,0,Green,0,0,0,0,1
7582,5,Red,1,0,0,1,0
7583,23,Red,1,0,0,1,0
7584,10,Black,0,1,1,0,0
7585,3,Red,1,0,0,1,0
7586,27,Red,1,0,0,1,0
7587,35,Black,0,1,0,1,0
7588,11,Black,0,1,0,1,0
7589,36,Red,1,0,1,0,0
7590,1,Red,1,0,0,1,0
7591,31,Black,0,1,0,1,0
7592,17,Black,0,1,0,1,0
7593,0,Green,0,0,0,0,1
7594,25,Red,1,0,0,1,0
7595,2,Black,0,1,1,0,0
7596,17,Black,0,1,0,1,0
7597,0,Green,0,0,0,0,1
7598,12,Red,1,0,1,0,0
7599,14,Red,1,0,1,0,0
7600,11,Black,0,1,0,1,0
7601,20,Black,0,1,1,0,0
7602,33,Black,0,1,0,1,0
7603,8,Black,0,1,1,0,0
7604,17,Black,0,1,0,1,0
7605,21,Red,1,0,0,1,0
7606,35,Black,0,1,0,1,0
7607,5,Red,1,0,0,1,0
7608,14,Red,1,0,1,0,0
7609,14,Red,1,0,1,0,0
7610,23,Red,1,0,0,1,0
7611,20,Black,0,1,1,0,0
7612,19,Red,1,0,0,1,0
7613,22,Black,0,1,1,0,0
7614,18,Red,1,0,1,0,0
7615,13,Black,0,1,0,1,0
7616,35,Black,0,1,0,1,0
7617,10,Black,0,1,1,0,0
7618,25,Red,1,0,0,1,0
7619,17,Black,0,1,0,1,0
7620,1,Red,1,0,0,1,0
7621,14,Red,1,0,1,0,0
7622,14,Red,1,0,1,0,0
7623,34,Red,1,0,1,0,0
7624,12,Red,1,0,1,0,0
7625,16,Red,1,0,1,0,0
7626,13,Black,0,1,0,1,0
7627,29,Black,0,1,0,1,0
7628,11,Black,0,1,0,1,0
7629,27,Red,1,0,0,1,0
7630,10,Black,0,1,1,0,0
7631,15,Black,0,1,0,1,0
7632,21,Red,1,0,0,1,0
7633,23,Red,1,0,0,1,0
7634,14,Red,1,0,1,0,0
7635,29,Black,0,1,0,1,0
7636,15,Black,0,1,0,1,0
7637,36,Red,1,0,1,0,0
7638,11,Black,0,1,0,1,0
7639,36,Red,1,0,1,0,0
7640,36,Red,1,0,1,0,0
7641,15,Black,0,1,0,1,0
7642,16,Red,1,0,1,0,0
7643,2,Black,0,1,1,0,0
7644,0,Green,0,0,0,0,1
7645,8,Black,0,1,1,0,0
7646,32,Red,1,0,1,0,0
7647,2,Black,0,1,1,0,0
7648,30,Red,1,0,1,0,0
7649,28,Black,0,1,1,0,0
7650,2,Black,0,1,1,0,0
7651,9,Red,1,0,0,1,0
7652,0,Green,0,0,0,0,1
7653,13,Black,0,1,0,1,0
7654,12,Red,1,0,1,0,0
7655,17,Black,0,1,0,1,0
7656,24,Black,0,1,1,0,0
7657,21,Red,1,0,0,1,0
7658,5,Red,1,0,0,1,0
7659,9,Red,1,0,0,1,0
7660,7,Red,1,0,0,1,0
7661,20,Black,0,1,1,0,0
7662,0,Green,0,0,0,0,1
7663,23,Red,1,0,0,1,0
7664,8,Black,0,1,1,0,0
7665,30,Red,1,0,1,0,0
7666,23,Red,1,0,0,1,0
7667,32,Red,1,0,1,0,0
7668,11,Black,0,1,0,1,0
7669,34,Red,1,0,1,0,0
7670,1,Red,1,0,0,1,0
7671,0,Green,0,0,0,0,1
7672,20,Black,0,1,1,0,0
7673,0,Green,0,0,0,0,1
7674,27,Red,1,0,0,1,0
7675,3,Red,1,0,0,1,0
7676,13,Black,0,1,0,1,0
7677,17,Black,0,1,0,1,0
7678,24,Black,0,1,1,0,0
7679,10,Black,0,1,1,0,0
7680,4,Black,0,1,1,0,0
7681,33,Black,0,1,0,1,0
7682,33,Black,0,1,0,1,0
7683,25,Red,1,0,0,1,0
7684,27,Red,1,0,0,1,0
7685,7,Red,1,0,0,1,0
7686,28,Black,0,1,1,0,0
7687,19,Red,1,0,0,1,0
7688,15,Black,0,1,0,1,0
7689,19,Red,1,0,0,1,0
7690,28,Black,0,1,1,0,0
7691,4,Black,0,1,1,0,0
7692,32,Red,1,0,1,0,0
7693,36,Red,1,0,1,0,0
7694,35,Black,0,1,0,1,0
7695,7,Red,1,0,0,1,0
7696,24,Black,0,1,1,0,0
7697,17,Black,0,1,0,1,0
7698,18,Red,1,0,1,0,0
7699,6,Black,0,1,1,0,0
7700,23,Red,1,0,0,1,0
7701,35,Black,0,1,0,1,0
7702,31,Black,0,1,0,1,0
7703,4,Black,0,1,1,0,0
7704,13,Black,0,1,0,1,0
7705,31,Black,0,1,0,1,0
7706,34,Red,1,0,1,0,0
7707,19,Red,1,0,0,1,0
7708,30,Red,1,0,1,0,0
7709,18,Red,1,0,1,0,0
7710,18,Red,1,0,1,0,0
7711,19,Red,1,0,0,1,0
7712,7,Red,1,0,0,1,0
7713,31,Black,0,1,0,1,0
7714,32,Red,1,0,1,0,0
7715,24,Black,0,1,1,0,0
7716,22,Black,0,1,1,0,0
7717,11,Black,0,1,0,1,0
7718,24,Black,0,1,1,0,0
7719,16,Red,1,0,1,0,0
7720,13,Black,0,1,0,1,0
7721,4,Black,0,1,1,0,0
7722,3,Red,1,0,0,1,0
7723,8,Black,0,1,1,0,0
7724,14,Red,1,0,1,0,0
7725,5,Red,1,0,0,1,0
7726,11,Black,0,1,0,1,0
7727,23,Red,1,0,0,1,0
7728,14,Red,1,0,1,0,0
7729,15,Black,0,1,0,1,0
7730,3,Red,1,0,0,1,0
7731,18,Red,1,0,1,0,0
7732,18,Red,1,0,1,0,0
7733,16,Red,1,0,1,0,0
7734,36,Red,1,0,1,0,0
7735,34,Red,1,0,1,0,0
7736,9,Red,1,0,0,1,0
7737,35,Black,0,1,0,1,0
7738,11,Black,0,1,0,1,0
7739,29,Black,0,1,0,1,0
7740,18,Red,1,0,1,0,0
7741,6,Black,0,1,1,0,0
7742,8,Black,0,1,1,0,0
7743,16,Red,1,0,1,0,0
7744,35,Black,0,1,0,1,0
7745,32,Red,1,0,1,0,0
7746,35,Black,0,1,0,1,0
7747,6,Black,0,1,1,0,0
7748,30,Red,1,0,1,0,0
7749,9,Red,1,0,0,1,0
7750,28,Black,0,1,1,0,0
7751,11,Black,0,1,0,1,0
7752,9,Red,1,0,0,1,0
7753,9,Red,1,0,0,1,0
7754,9,Red,1,0,0,1,0
7755,36,Red,1,0,1,0,0
7756,1,Red,1,0,0,1,0
7757,14,Red,1,0,1,0,0
7758,35,Black,0,1,0,1,0
7759,10,Black,0,1,1,0,0
7760,13,Black,0,1,0,1,0
7761,23,Red,1,0,0,1,0
7762,9,Red,1,0,0,1,0
7763,16,Red,1,0,1,0,0
7764,27,Red,1,0,0,1,0
7765,10,Black,0,1,1,0,0
7766,31,Black,0,1,0,1,0
7767,31,Black,0,1,0,1,0
7768,25,Red,1,0,0,1,0
7769,17,Black,0,1,0,1,0
7770,3,Red,1,0,0,1,0
7771,10,Black,0,1,1,0,0
7772,9,Red,1,0,0,1,0
7773,22,Black,0,1,1,0,0
7774,5,Red,1,0,0,1,0
7775,19,Red,1,0,0,1,0
7776,36,Red,1,0,1,0,0
7777,20,Black,0,1,1,0,0
7778,1,Red,1,0,0,1,0
7779,9,Red,1,0,0,1,0
7780,36,Red,1,0,1,0,0
7781,14,Red,1,0,1,0,0
7782,15,Black,0,1,0,1,0
7783,3,Red,1,0,0,1,0
7784,14,Red,1,0,1,0,0
7785,5,Red,1,0,0,1,0
7786,2,Black,0,1,1,0,0
7787,7,Red,1,0,0,1,0
7788,1,Red,1,0,0,1,0
7789,27,Red,1,0,0,1,0
7790,29,Black,0,1,0,1,0
7791,22,Black,0,1,1,0,0
7792,4,Black,0,1,1,0,0
7793,16,Red,1,0,1,0,0
7794,24,Black,0,1,1,0,0
7795,6,Black,0,1,1,0,0
7796,6,Black,0,1,1,0,0
7797,8,Black,0,1,1,0,0
7798,4,Black,0,1,1,0,0
7799,24,Black,0,1,1,0,0
7800,24,Black,0,1,1,0,0
7801,14,Red,1,0,1,0,0
7802,5,Red,1,0,0,1,0
7803,15,Black,0,1,0,1,0
7804,22,Black,0,1,1,0,0
7805,6,Black,0,1,1,0,0
7806,15,Black,0,1,0,1,0
7807,34,Red,1,0,1,0,0
7808,5,Red,1,0,0,1,0
7809,1,Red,1,0,0,1,0
7810,29,Black,0,1,0,1,0
7811,2,Black,0,1,1,0,0
7812,25,Red,1,0,0,1,0
7813,30,Red,1,0,1,0,0
7814,12,Red,1,0,1,0,0
7815,22,Black,0,1,1,0,0
7816,26,Black,0,1,1,0,0
7817,17,Black,0,1,0,1,0
7818,9,Red,1,0,0,1,0
7819,11,Black,0,1,0,1,0
7820,14,Red,1,0,1,0,0
7821,4,Black,0,1,1,0,0
7822,30,Red,1,0,1,0,0
7823,27,Red,1,0,0,1,0
7824,10,Black,0,1,1,0,0
7825,0,Green,0,0,0,0,1
7826,12,Red,1,0,1,0,0
7827,6,Black,0,1,1,0,0
7828,31,Black,0,1,0,1,0
7829,31,Black,0,1,0,1,0
7830,4,Black,0,1,1,0,0
7831,12,Red,1,0,1,0,0
7832,7,Red,1,0,0,1,0
7833,23,Red,1,0,0,1,0
7834,26,Black,0,1,1,0,0
7835,18,Red,1,0,1,0,0
7836,0,Green,0,0,0,0,1
7837,33,Black,0,1,0,1,0
7838,3,Red,1,0,0,1,0
7839,4,Black,0,1,1,0,0
7840,14,Red,1,0,1,0,0
7841,23,Red,1,0,0,1,0
7842,14,Red,1,0,1,0,0
7843,26,Black,0,1,1,0,0
7844,14,Red,1,0,1,0,0
7845,12,Red,1,0,1,0,0
7846,33,Black,0,1,0,1,0
7847,26,Black,0,1,1,0,0
7848,29,Black,0,1,0,1,0
7849,7,Red,1,0,0,1,0
7850,22,Black,0,1,1,0,0
7851,6,Black,0,1,1,0,0
7852,36,Red,1,0,1,0,0
7853,0,Green,0,0,0,0,1
7854,18,Red,1,0,1,0,0
7855,23,Red,1,0,0,1,0
7856,18,Red,1,0,1,0,0
7857,30,Red,1,0,1,0,0
7858,9,Red,1,0,0,1,0
7859,32,Red,1,0,1,0,0
7860,17,Black,0,1,0,1,0
7861,18,Red,1,0,1,0,0
7862,28,Black,0,1,1,0,0
7863,14,Red,1,0,1,0,0
7864,5,Red,1,0,0,1,0
7865,2,Black,0,1,1,0,0
7866,10,Black,0,1,1,0,0
7867,31,Black,0,1,0,1,0
7868,34,Red,1,0,1,0,0
7869,16,Red,1,0,1,0,0
7870,36,Red,1,0,1,0,0
7871,32,Red,1,0,1,0,0
7872,12,Red,1,0,1,0,0
7873,36,Red,1,0,1,0,0
7874,14,Red,1,0,1,0,0
7875,34,Red,1,0,1,0,0
7876,2,Black,0,1,1,0,0
7877,15,Black,0,1,0,1,0
7878,5,Red,1,0,0,1,0
7879,31,Black,0,1,0,1,0
7880,34,Red,1,0,1,0,0
7881,22,Black,0,1,1,0,0
7882,28,Black,0,1,1,0,0
7883,12,Red,1,0,1,0,0
7884,26,Black,0,1,1,0,0
7885,12,Red,1,0,1,0,0
7886,34,Red,1,0,1,0,0
7887,14,Red,1,0,1,0,0
7888,12,Red,1,0,1,0,0
7889,31,Black,0,1,0,1,0
7890,34,Red,1,0,1,0,0
7891,31,Black,0,1,0,1,0
7892,0,Green,0,0,0,0,1
7893,33,Black,0,1,0,1,0
7894,12,Red,1,0,1,0,0
7895,6,Black,0,1,1,0,0
7896,24,Black,0,1,1,0,0
7897,33,Black,0,1,0,1,0
7898,15,Black,0,1,0,1,0
7899,23,Red,1,0,0,1,0
7900,13,Black,0,1,0,1,0
7901,18,Red,1,0,1,0,0
7902,1,Red,1,0,0,1,0
7903,16,Red,1,0,1,0,0
7904,22,Black,0,1,1,0,0
7905,4,Black,0,1,1,0,0
7906,36,Red,1,0,1,0,0
7907,25,Red,1,0,0,1,0
7908,36,Red,1,0,1,0,0
7909,2,Black,0,1,1,0,0
7910,8,Black,0,1,1,0,0
7911,35,Black,0,1,0,1,0
7912,0,Green,0,0,0,0,1
7913,4,Black,0,1,1,0,0
7914,12,Red,1,0,1,0,0
7915,7,Red,1,0,0,1,0
7916,7,Red,1,0,0,1,0
7917,7,Red,1,0,0,1,0
7918,35,Black,0,1,0,1,0
7919,20,Black,0,1,1,0,0
7920,5,Red,1,0,0,1,0
7921,22,Black,0,1,1,0,0
7922,1,Red,1,0,0,1,0
7923,14,Red,1,0,1,0,0
7924,3,Red,1,0,0,1,0
7925,13,Black,0,1,0,1,0
7926,15,Black,0,1,0,1,0
7927,28,Black,0,1,1,0,0
7928,17,Black,0,1,0,1,0
7929,5,Red,1,0,0,1,0
7930,10,Black,0,1,1,0,0
7931,12,Red,1,0,1,0,0
7932,3,Red,1,0,0,1,0
7933,16,Red,1,0,1,0,0
7934,14,Red,1,0,1,0,0
7935,20,Black,0,1,1,0,0
7936,22,Black,0,1,1,0,0
7937,6,Black,0,1,1,0,0
7938,32,Red,1,0,1,0,0
7939,22,Black,0,1,1,0,0
7940,29,Black,0,1,0,1,0
7941,1,Red,1,0,0,1,0
7942,6,Black,0,1,1,0,0
7943,15,Black,0,1,0,1,0
7944,15,Black,0,1,0,1,0
7945,21,Red,1,0,0,1,0
7946,2,Black,0,1,1,0,0
7947,13,Black,0,1,0,1,0
7948,10,Black,0,1,1,0,0
7949,26,Black,0,1,1,0,0
7950,17,Black,0,1,0,1,0
7951,28,Black,0,1,1,0,0
7952,10,Black,0,1,1,0,0
7953,0,Green,0,0,0,0,1
7954,4,Black,0,1,1,0,0
7955,28,Black,0,1,1,0,0
7956,1,Red,1,0,0,1,0
7957,13,Black,0,1,0,1,0
7958,25,Red,1,0,0,1,0
7959,32,Red,1,0,1,0,0
7960,13,Black,0,1,0,1,0
7961,7,Red,1,0,0,1,0
7962,35,Black,0,1,0,1,0
7963,26,Black,0,1,1,0,0
7964,18,Red,1,0,1,0,0
7965,22,Black,0,1,1,0,0
7966,17,Black,0,1,0,1,0
7967,27,Red,1,0,0,1,0
7968,16,Red,1,0,1,0,0
7969,25,Red,1,0,0,1,0
7970,32,Red,1,0,1,0,0
7971,13,Black,0,1,0,1,0
7972,30,Red,1,0,1,0,0
7973,14,Red,1,0,1,0,0
7974,10,Black,0,1,1,0,0
7975,21,Red,1,0,0,1,0
7976,22,Black,0,1,1,0,0
7977,17,Black,0,1,0,1,0
7978,2,Black,0,1,1,0,0
7979,13,Black,0,1,0,1,0
7980,32,Red,1,0,1,0,0
7981,24,Black,0,1,1,0,0
7982,0,Green,0,0,0,0,1
7983,20,Black,0,1,1,0,0
7984,11,Black,0,1,0,1,0
7985,34,Red,1,0,1,0,0
7986,0,Green,0,0,0,0,1
7987,13,Black,0,1,0,1,0
7988,29,Black,0,1,0,1,0
7989,16,Red,1,0,1,0,0
7990,23,Red,1,0,0,1,0
7991,19,Red,1,0,0,1,0
7992,35,Black,0,1,0,1,0
7993,6,Black,0,1,1,0,0
7994,27,Red,1,0,0,1,0
7995,2,Black,0,1,1,0,0
7996,17,Black,0,1,0,1,0
7997,27,Red,1,0,0,1,0
7998,16,Red,1,0,1,0,0
7999,1,Red,1,0,0,1,0
8000,28,Black,0,1,1,0,0
8001,19,Red,1,0,0,1,0
8002,31,Black,0,1,0,1,0
8003,23,Red,1,0,0,1,0
8004,5,Red,1,0,0,1,0
8005,15,Black,0,1,0,1,0
8006,8,Black,0,1,1,0,0
8007,30,Red,1,0,1,0,0
8008,27,Red,1,0,0,1,0
8009,34,Red,1,0,1,0,0
8010,5,Red,1,0,0,1,0
8011,27,Red,1,0,0,1,0
8012,12,Red,1,0,1,0,0
8013,9,Red,1,0,0,1,0
8014,18,Red,1,0,1,0,0
8015,7,Red,1,0,0,1,0
8016,1,Red,1,0,0,1,0
8017,0,Green,0,0,0,0,1
8018,30,Red,1,0,1,0,0
8019,15,Black,0,1,0,1,0
8020,17,Black,0,1,0,1,0
8021,29,Black,0,1,0,1,0
8022,27,Red,1,0,0,1,0
8023,2,Black,0,1,1,0,0
8024,32,Red,1,0,1,0,0
8025,8,Black,0,1,1,0,0
8026,12,Red,1,0,1,0,0
8027,35,Black,0,1,0,1,0
8028,19,Red,1,0,0,1,0
8029,26,Black,0,1,1,0,0
8030,2,Black,0,1,1,0,0
8031,19,Red,1,0,0,1,0
8032,29,Black,0,1,0,1,0
8033,3,Red,1,0,0,1,0
8034,23,Red,1,0,0,1,0
8035,20,Black,0,1,1,0,0
8036,2,Black,0,1,1,0,0
8037,34,Red,1,0,1,0,0
8038,23,Red,1,0,0,1,0
8039,30,Red,1,0,1,0,0
8040,11,Black,0,1,0,1,0
8041,25,Red,1,0,0,1,0
8042,17,Black,0,1,0,1,0
8043,24,Black,0,1,1,0,0
8044,9,Red,1,0,0,1,0
8045,3,Red,1,0,0,1,0
8046,31,Black,0,1,0,1,0
8047,32,Red,1,0,1,0,0
8048,19,Red,1,0,0,1,0
8049,1,Red,1,0,0,1,0
8050,19,Red,1,0,0,1,0
8051,34,Red,1,0,1,0,0
8052,32,Red,1,0,1,0,0
8053,3,Red,1,0,0,1,0
8054,14,Red,1,0,1,0,0
8055,1,Red,1,0,0,1,0
8056,28,Black,0,1,1,0,0
8057,23,Red,1,0,0,1,0
8058,28,Black,0,1,1,0,0
8059,8,Black,0,1,1,0,0
8060,14,Red,1,0,1,0,0
8061,26,Black,0,1,1,0,0
8062,34,Red,1,0,1,0,0
8063,12,Red,1,0,1,0,0
8064,13,Black,0,1,0,1,0
8065,25,Red,1,0,0,1,0
8066,1,Red,1,0,0,1,0
8067,25,Red,1,0,0,1,0
8068,25,Red,1,0,0,1,0
8069,22,Black,0,1,1,0,0
8070,35,Black,0,1,0,1,0
8071,19,Red,1,0,0,1,0
8072,9,Red,1,0,0,1,0
8073,34,Red,1,0,1,0,0
8074,2,Black,0,1,1,0,0
8075,26,Black,0,1,1,0,0
8076,2,Black,0,1,1,0,0
8077,18,Red,1,0,1,0,0
8078,7,Red,1,0,0,1,0
8079,23,Red,1,0,0,1,0
8080,18,Red,1,0,1,0,0
8081,17,Black,0,1,0,1,0
8082,16,Red,1,0,1,0,0
8083,29,Black,0,1,0,1,0
8084,16,Red,1,0,1,0,0
8085,11,Black,0,1,0,1,0
8086,15,Black,0,1,0,1,0
8087,31,Black,0,1,0,1,0
8088,10,Black,0,1,1,0,0
8089,16,Red,1,0,1,0,0
8090,35,Black,0,1,0,1,0
8091,28,Black,0,1,1,0,0
8092,29,Black,0,1,0,1,0
8093,28,Black,0,1,1,0,0
8094,3,Red,1,0,0,1,0
8095,36,Red,1,0,1,0,0
8096,1,Red,1,0,0,1,0
8097,14,Red,1,0,1,0,0
8098,10,Black,0,1,1,0,0
8099,5,Red,1,0,0,1,0
8100,29,Black,0,1,0,1,0
8101,24,Black,0,1,1,0,0
8102,6,Black,0,1,1,0,0
8103,17,Black,0,1,0,1,0
8104,22,Black,0,1,1,0,0
8105,10,Black,0,1,1,0,0
8106,16,Red,1,0,1,0,0
8107,20,Black,0,1,1,0,0
8108,10,Black,0,1,1,0,0
8109,22,Black,0,1,1,0,0
8110,19,Red,1,0,0,1,0
8111,30,Red,1,0,1,0,0
8112,20,Black,0,1,1,0,0
8113,0,Green,0,0,0,0,1
8114,24,Black,0,1,1,0,0
8115,8,Black,0,1,1,0,0
8116,26,Black,0,1,1,0,0
8117,22,Black,0,1,1,0,0
8118,10,Black,0,1,1,0,0
8119,32,Red,1,0,1,0,0
8120,31,Black,0,1,0,1,0
8121,10,Black,0,1,1,0,0
8122,23,Red,1,0,0,1,0
8123,18,Red,1,0,1,0,0
8124,9,Red,1,0,0,1,0
8125,18,Red,1,0,1,0,0
8126,30,Red,1,0,1,0,0
8127,14,Red,1,0,1,0,0
8128,32,Red,1,0,1,0,0
8129,2,Black,0,1,1,0,0
8130,15,Black,0,1,0,1,0
8131,1,Red,1,0,0,1,0
8132,25,Red,1,0,0,1,0
8133,4,Black,0,1,1,0,0
8134,28,Black,0,1,1,0,0
8135,6,Black,0,1,1,0,0
8136,31,Black,0,1,0,1,0
8137,31,Black,0,1,0,1,0
8138,16,Red,1,0,1,0,0
8139,22,Black,0,1,1,0,0
8140,20,Black,0,1,1,0,0
8141,2,Black,0,1,1,0,0
8142,35,Black,0,1,0,1,0
8143,31,Black,0,1,0,1,0
8144,21,Red,1,0,0,1,0
8145,5,Red,1,0,0,1,0
8146,28,Black,0,1,1,0,0
8147,15,Black,0,1,0,1,0
8148,11,Black,0,1,0,1,0
8149,4,Black,0,1,1,0,0
8150,19,Red,1,0,0,1,0
8151,1,Red,1,0,0,1,0
8152,26,Black,0,1,1,0,0
8153,17,Black,0,1,0,1,0
8154,8,Black,0,1,1,0,0
8155,12,Red,1,0,1,0,0
8156,11,Black,0,1,0,1,0
8157,8,Black,0,1,1,0,0
8158,5,Red,1,0,0,1,0
8159,36,Red,1,0,1,0,0
8160,19,Red,1,0,0,1,0
8161,24,Black,0,1,1,0,0
8162,32,Red,1,0,1,0,0
8163,23,Red,1,0,0,1,0
8164,3,Red,1,0,0,1,0
8165,11,Black,0,1,0,1,0
8166,16,Red,1,0,1,0,0
8167,34,Red,1,0,1,0,0
8168,22,Black,0,1,1,0,0
8169,36,Red,1,0,1,0,0
8170,25,Red,1,0,0,1,0
8171,2,Black,0,1,1,0,0
8172,20,Black,0,1,1,0,0
8173,18,Red,1,0,1,0,0
8174,28,Black,0,1,1,0,0
8175,7,Red,1,0,0,1,0
8176,10,Black,0,1,1,0,0
8177,23,Red,1,0,0,1,0
8178,16,Red,1,0,1,0,0
8179,18,Red,1,0,1,0,0
8180,10,Black,0,1,1,0,0
8181,7,Red,1,0,0,1,0
8182,21,Red,1,0,0,1,0
8183,20,Black,0,1,1,0,0
8184,19,Red,1,0,0,1,0
8185,27,Red,1,0,0,1,0
8186,1,Red,1,0,0,1,0
8187,23,Red,1,0,0,1,0
8188,34,Red,1,0,1,0,0
8189,22,Black,0,1,1,0,0
8190,32,Red,1,0,1,0,0
8191,24,Black,0,1,1,0,0
8192,21,Red,1,0,0,1,0
8193,25,Red,1,0,0,1,0
8194,25,Red,1,0,0,1,0
8195,34,Red,1,0,1,0,0
8196,29,Black,0,1,0,1,0
8197,35,Black,0,1,0,1,0
8198,5,Red,1,0,0,1,0
8199,34,Red,1,0,1,0,0
8200,13,Black,0,1,0,1,0
8201,1,Red,1,0,0,1,0
8202,26,Black,0,1,1,0,0
8203,15,Black,0,1,0,1,0
8204,15,Black,0,1,0,1,0
8205,30,Red,1,0,1,0,0
8206,16,Red,1,0,1,0,0
8207,13,Black,0,1,0,1,0
8208,19,Red,1,0,0,1,0
8209,23,Red,1,0,0,1,0
8210,12,Red,1,0,1,0,0
8211,27,Red,1,0,0,1,0
8212,32,Red,1,0,1,0,0
8213,28,Black,0,1,1,0,0
8214,1,Red,1,0,0,1,0
8215,23,Red,1,0,0,1,0
8216,6,Black,0,1,1,0,0
8217,30,Red,1,0,1,0,0
8218,4,Black,0,1,1,0,0
8219,28,Black,0,1,1,0,0
8220,15,Black,0,1,0,1,0
8221,27,Red,1,0,0,1,0
8222,36,Red,1,0,1,0,0
8223,36,Red,1,0,1,0,0
8224,29,Black,0,1,0,1,0
8225,27,Red,1,0,0,1,0
8226,13,Black,0,1,0,1,0
8227,0,Green,0,0,0,0,1
8228,35,Black,0,1,0,1,0
8229,32,Red,1,0,1,0,0
8230,19,Red,1,0,0,1,0
8231,5,Red,1,0,0,1,0
8232,3,Red,1,0,0,1,0
8233,11,Black,0,1,0,1,0
8234,23,Red,1,0,0,1,0
8235,10,Black,0,1,1,0,0
8236,10,Black,0,1,1,0,0
8237,2,Black,0,1,1,0,0
8238,5,Red,1,0,0,1,0
8239,23,Red,1,0,0,1,0
8240,16,Red,1,0,1,0,0
8241,4,Black,0,1,1,0,0
8242,30,Red,1,0,1,0,0
8243,21,Red,1,0,0,1,0
8244,7,Red,1,0,0,1,0
8245,32,Red,1,0,1,0,0
8246,7,Red,1,0,0,1,0
8247,35,Black,0,1,0,1,0
8248,11,Black,0,1,0,1,0
8249,20,Black,0,1,1,0,0
8250,1,Red,1,0,0,1,0
8251,4,Black,0,1,1,0,0
